Epoch,Train Loss,Val Loss,Val Acc,Time
1,0.8894282397126004,0.6544940334409476,0.8269158527422991,1447.3409509658813
2,0.5814170368732661,0.5914486721605062,0.8391873278236914,1481.8988392353058
3,0.5117020179802405,0.5738834065124393,0.8429125970448285,1477.9332954883575
4,0.47319625056896014,0.5517696123085916,0.8481404958677686,1479.196281194687
5,0.44604221205275085,0.5518756950199604,0.8467317806160781,1476.308340549469
6,0.42621492018404694,0.5415906620398164,0.8517718507387929,1481.830654144287
7,0.4086704906268218,0.5398957762122154,0.8525231655396944,1478.4334750175476
8,0.3956096180525842,0.5415946564488113,0.8522727272727273,1476.83709192276
9,0.3841983567398438,0.5398595092073083,0.8533683946907087,1474.8003175258636
10,0.373950128267516,0.5438423193991184,0.8524292511895818,1490.6377894878387
11,0.3656987738939597,0.5454930394589901,0.8520535937891309,1471.2760028839111
12,0.3581860805717633,0.5485412123091519,0.8522727272727273,1475.4747257232666
13,0.350261954193826,0.5518678964897991,0.850175306786877,1476.339148759842
14,0.3444383698115541,0.5560252576507628,0.8505822689706988,1476.0551166534424
15,0.33821191828813135,0.5593817297741771,0.8502066115702479,1474.0106492042542
16,0.3340253255768484,0.5625340991020202,0.8496744302529426,1475.434954404831
17,0.3290818229932146,0.570774289406836,0.8485787628349611,1470.2920198440552
18,0.3244545196608682,0.5713138003610074,0.8490796393688955,1482.244866847992
19,0.3196215882154879,0.5765005048494786,0.8483596293513649,1479.6733002662659
20,0.3167316812791468,0.5752673306781798,0.8492048585023791,1471.8404695987701
21,0.3130062904714565,0.5753395715225488,0.8502692211369898,1485.5632817745209
22,0.30970905218081374,0.5852735889125615,0.847702228900576,1391.0650238990784
23,0.30599866845225754,0.5860106444414706,0.8490483345855246,1367.8925037384033
24,0.30330599394476493,0.590186111394316,0.8482344102178813,1392.8451282978058
25,0.3012091063692705,0.5948523103930056,0.8447908840470824,1430.4975242614746
26,0.2978235127218708,0.5948720464911312,0.8485161532682194,1409.243840456009
27,0.2959635748473537,0.596511196071282,0.8487039819684448,1464.841068983078
28,0.29406519099122674,0.603994636987336,0.8463561232156274,1473.9109025001526
29,0.29090310377788914,0.6097820124588906,0.846481342349111,1466.0127501487732
30,0.2894352459255926,0.6089138800567016,0.8462309040821437,1501.1991353034973
31,0.2868043725983691,0.6131025391165167,0.8456048084147257,1477.2075746059418
32,0.2849856011563099,0.6205553630990908,0.8443526170798898,1428.6758303642273
33,0.28272738445332574,0.6213489481322467,0.8448221888304533,1426.1190044879913
34,0.28176824841968384,0.6270795078026131,0.843976959679439,1447.385858297348
35,0.2796467171079412,0.628389727557078,0.8441334835962935,1425.1162836551666
36,0.27749865480036157,0.6347179470509291,0.8435386927122465,1436.3192393779755
37,0.2772087207531294,0.6351600688584149,0.8425682444277486,1430.5709853172302
38,0.2747450140864937,0.6419282724950462,0.8409090909090909,1430.5470700263977
39,0.2742334683345714,0.6428652934096754,0.8421612822439268,1432.6090142726898
40,0.27189983988238364,0.6493551438003778,0.8421612822439268,1429.8011808395386
41,0.27109805769463075,0.6542535918969661,0.8397195091409967,1432.9722776412964
42,0.26930678901470606,0.6506558845639229,0.8431004257450538,1430.73113489151
43,0.2675138901938329,0.6561154811307788,0.8420360631104433,1440.4239449501038
44,0.2662069135060681,0.6628362281769514,0.8414725770097671,1450.5346810817719
45,0.2658037279198055,0.6629492902513593,0.8396255947908841,1442.0667233467102
46,0.2642430778836057,0.665599058676511,0.8417856248434761,1440.2889714241028
47,0.26380342902468445,0.6636093241740018,0.8423491109441522,1430.3078484535217
48,0.26171929780969916,0.6730494149494917,0.8398447282744803,1429.9945466518402
49,0.26104381077529226,0.6778346152305603,0.8406273478587528,1426.8166635036469
50,0.2598935308677378,0.6806712815202772,0.8393438517405459,1417.7275187969208
